accession	ko_id	map_id
GCF_005280295.1	K00681	map00430
GCF_005280295.1	K00681	map00460
GCF_005280295.1	K00681	map00480
GCF_005280295.1	K01835	map00521
GCF_005280295.1	K01835	map00052
GCF_005280295.1	K01835	map00030
GCF_005280295.1	K01835	map00010
GCF_005280295.1	K01835	map00500
GCF_005280295.1	K01835	map00520
GCF_005280295.1	K01835	map01250
GCF_005280295.1	K01835	map00230
GCF_005280295.1	K07778	map02020
GCF_005280295.1	K02035	map02024
GCF_005280295.1	K01887	map00970
GCF_005280295.1	K01638	map00630
GCF_005280295.1	K01638	map00620
GCF_005280295.1	K01638	map01200
GCF_005280295.1	K04077	map04940
GCF_005280295.1	K04077	map04212
GCF_005280295.1	K04077	map05134
GCF_005280295.1	K04077	map03018
GCF_005280295.1	K04077	map05152
GCF_005280295.1	K04077	map05417
GCF_005280295.1	K01897	map04216
GCF_005280295.1	K01897	map00061
GCF_005280295.1	K01897	map04920
GCF_005280295.1	K01897	map00071
GCF_005280295.1	K01897	map03320
GCF_005280295.1	K01897	map04146
GCF_005280295.1	K01897	map01212
GCF_005280295.1	K01897	map04714
GCF_005280295.1	K01897	map02024
GCF_005280295.1	K01810	map00030
GCF_005280295.1	K01810	map00010
GCF_005280295.1	K01810	map00500
GCF_005280295.1	K01810	map00520
GCF_005280295.1	K01810	map01250
GCF_005280295.1	K01810	map01200
GCF_005280295.1	K01897	map04216
GCF_005280295.1	K01897	map00061
GCF_005280295.1	K01897	map04920
GCF_005280295.1	K01897	map00071
GCF_005280295.1	K01897	map03320
GCF_005280295.1	K01897	map04146
GCF_005280295.1	K01897	map01212
GCF_005280295.1	K01897	map04714
GCF_005280295.1	K01897	map02024
GCF_005280295.1	K01457	map00791
GCF_005280295.1	K01457	map00220
GCF_005280295.1	K01969	map00280
GCF_005280295.1	K00602	map01523
GCF_005280295.1	K00602	map00670
GCF_005280295.1	K00602	map00230
GCF_005280295.1	K01745	map00340
GCF_005280295.1	K01638	map00630
GCF_005280295.1	K01638	map00620
GCF_005280295.1	K01638	map01200
GCF_005280295.1	K02433	map00970
GCF_005280295.1	K00058	map00260
GCF_005280295.1	K00058	map00270
GCF_005280295.1	K00058	map00680
GCF_005280295.1	K00058	map01230
GCF_005280295.1	K00058	map01200
GCF_005280295.1	K01207	map00531
GCF_005280295.1	K01207	map01501
GCF_005280295.1	K01207	map00520
GCF_005280295.1	K04077	map04940
GCF_005280295.1	K04077	map04212
GCF_005280295.1	K04077	map05134
GCF_005280295.1	K04077	map03018
GCF_005280295.1	K04077	map05152
GCF_005280295.1	K04077	map05417
GCF_005280295.1	K02031	map02024
GCF_005280295.1	K02032	map02024
GCF_005280295.1	K06236	map04512
GCF_005280295.1	K06236	map04974
GCF_005280295.1	K06236	map04933
GCF_005280295.1	K06236	map05146
GCF_005280295.1	K06236	map04611
GCF_005280295.1	K06236	map04926
GCF_005280295.1	K06236	map04510
GCF_005280295.1	K06236	map05415
GCF_005280295.1	K06236	map05205
GCF_005280295.1	K06236	map05165
GCF_005280295.1	K06236	map04151
GCF_005280295.1	K01966	map00280
GCF_005280295.1	K01966	map00640
GCF_005280295.1	K01966	map00630
GCF_005280295.1	K01966	map01200
GCF_005280295.1	K01951	map00983
GCF_005280295.1	K01951	map01232
GCF_005280295.1	K01951	map00230
GCF_005280295.1	K12574	map03018
GCF_005280295.1	K00697	map00500
GCF_005280295.1	K16055	map00500
GCF_005280295.1	K00797	map00480
GCF_005280295.1	K00797	map00330
GCF_005280295.1	K00797	map00270
GCF_005280295.1	K00425	map00190
GCF_005280295.1	K00425	map02020
GCF_005280295.1	K08372	map02020
GCF_005280295.1	K00128	map00981
GCF_005280295.1	K00128	map00625
GCF_005280295.1	K00128	map00770
GCF_005280295.1	K00128	map00410
GCF_005280295.1	K00128	map00340
GCF_005280295.1	K00128	map00071
GCF_005280295.1	K00128	map00053
GCF_005280295.1	K00128	map00280
GCF_005280295.1	K00128	map00380
GCF_005280295.1	K00128	map00561
GCF_005280295.1	K00128	map00310
GCF_005280295.1	K00128	map04936
GCF_005280295.1	K00128	map00010
GCF_005280295.1	K00128	map00330
GCF_005280295.1	K00128	map00620
GCF_005280295.1	K00128	map01240
GCF_005280295.1	K02035	map02024
GCF_005280295.1	K01652	map00290
GCF_005280295.1	K01652	map00660
GCF_005280295.1	K01652	map00770
GCF_005280295.1	K01652	map01210
GCF_005280295.1	K01652	map00650
GCF_005280295.1	K01652	map01230
GCF_005280295.1	K01928	map00300
GCF_005280295.1	K01928	map00550
GCF_005280295.1	K01657	map00405
GCF_005280295.1	K01657	map00400
GCF_005280295.1	K01657	map02025
GCF_005280295.1	K01657	map01230
GCF_005280295.1	K01657	map02024
GCF_005280295.1	K02033	map02024
GCF_005280295.1	K04567	map00970
GCF_005280295.1	K00764	map00250
GCF_005280295.1	K00764	map00230
GCF_005280295.1	K01752	map00260
GCF_005280295.1	K01752	map00270
GCF_005280295.1	K01752	map01230
GCF_005280295.1	K01752	map01200
GCF_005280295.1	K01897	map04216
GCF_005280295.1	K01897	map00061
GCF_005280295.1	K01897	map04920
GCF_005280295.1	K01897	map00071
GCF_005280295.1	K01897	map03320
GCF_005280295.1	K01897	map04146
GCF_005280295.1	K01897	map01212
GCF_005280295.1	K01897	map04714
GCF_005280295.1	K01897	map02024
GCF_005280295.1	K00088	map00983
GCF_005280295.1	K00088	map01232
GCF_005280295.1	K00088	map00230
GCF_005280295.1	K03781	map04016
GCF_005280295.1	K03781	map04212
GCF_005280295.1	K03781	map04213
GCF_005280295.1	K03781	map04211
GCF_005280295.1	K03781	map04146
GCF_005280295.1	K03781	map00380
GCF_005280295.1	K03781	map04011
GCF_005280295.1	K03781	map04068
GCF_005280295.1	K03781	map00630
GCF_005280295.1	K03781	map05208
GCF_005280295.1	K03781	map05014
GCF_005280295.1	K03781	map01200
GCF_005280295.1	K03781	map05022
GCF_005280295.1	K00138	map00010
GCF_005280295.1	K00138	map00620
GCF_005280295.1	K18370	map00650
GCF_005280295.1	K01874	map00450
GCF_005280295.1	K01874	map00970
GCF_005280295.1	K01697	map00260
GCF_005280295.1	K01697	map00270
GCF_005280295.1	K01697	map01230
GCF_005280295.1	K01255	map00480
GCF_005280295.1	K11754	map00790
GCF_005280295.1	K11754	map01240
GCF_005280295.1	K02035	map02024
GCF_005280295.1	K01897	map04216
GCF_005280295.1	K01897	map00061
GCF_005280295.1	K01897	map04920
GCF_005280295.1	K01897	map00071
GCF_005280295.1	K01897	map03320
GCF_005280295.1	K01897	map04146
GCF_005280295.1	K01897	map01212
GCF_005280295.1	K01897	map04714
GCF_005280295.1	K01897	map02024
GCF_005280295.1	K00873	map04930
GCF_005280295.1	K00873	map05230
GCF_005280295.1	K00873	map04922
GCF_005280295.1	K00873	map00010
GCF_005280295.1	K00873	map00620
GCF_005280295.1	K00873	map05203
GCF_005280295.1	K00873	map05165
GCF_005280295.1	K00873	map01230
GCF_005280295.1	K00873	map01200
GCF_005280295.1	K11927	map03018
GCF_005280295.1	K01962	map00061
GCF_005280295.1	K01962	map01212
GCF_005280295.1	K01962	map00640
GCF_005280295.1	K01962	map00720
GCF_005280295.1	K01962	map00620
GCF_005280295.1	K01962	map01200
GCF_005280295.1	K01963	map00061
GCF_005280295.1	K01963	map01212
GCF_005280295.1	K01963	map00640
GCF_005280295.1	K01963	map00720
GCF_005280295.1	K01963	map00620
GCF_005280295.1	K01963	map01200
GCF_005280295.1	K18118	map00020
GCF_005280295.1	K18118	map00650
GCF_005280295.1	K18118	map00620
GCF_005280295.1	K18118	map01200
GCF_005280295.1	K01720	map00640
GCF_005280295.1	K00864	map03320
GCF_005280295.1	K00864	map04626
GCF_005280295.1	K00864	map00561
GCF_005280295.1	K00116	map00020
GCF_005280295.1	K00116	map00620
GCF_005280295.1	K00116	map01200
GCF_005280295.1	K06131	map00564
GCF_005280295.1	K02434	map00970
GCF_005280295.1	K00627	map00020
GCF_005280295.1	K00627	map00010
GCF_005280295.1	K00627	map00620
GCF_005280295.1	K00627	map01200
GCF_005280295.1	K02945	map03010
GCF_005280295.1	K00970	map03018
GCF_005280295.1	K12573	map03018
GCF_005280295.1	K01885	map00970
GCF_005280295.1	K01885	map00860
GCF_005280295.1	K01885	map01240
GCF_005280295.1	K00128	map00981
GCF_005280295.1	K00128	map00625
GCF_005280295.1	K00128	map00770
GCF_005280295.1	K00128	map00410
GCF_005280295.1	K00128	map00340
GCF_005280295.1	K00128	map00071
GCF_005280295.1	K00128	map00053
GCF_005280295.1	K00128	map00280
GCF_005280295.1	K00128	map00380
GCF_005280295.1	K00128	map00561
GCF_005280295.1	K00128	map00310
GCF_005280295.1	K00128	map04936
GCF_005280295.1	K00128	map00010
GCF_005280295.1	K00128	map00330
GCF_005280295.1	K00128	map00620
GCF_005280295.1	K00128	map01240
GCF_005280295.1	K22187	map00040
GCF_005280295.1	K01883	map00970
GCF_005280295.1	K05364	map00550
GCF_005280295.1	K01426	map00643
GCF_005280295.1	K01426	map00360
GCF_005280295.1	K01426	map00380
GCF_005280295.1	K01426	map00627
GCF_005280295.1	K01426	map00330
GCF_005280295.1	K21832	map00260
GCF_005280295.1	K04042	map00541
GCF_005280295.1	K04042	map00520
GCF_005280295.1	K04042	map01250
GCF_005280295.1	K00135	map00250
GCF_005280295.1	K00135	map00350
GCF_005280295.1	K00135	map00760
GCF_005280295.1	K00135	map00310
GCF_005280295.1	K00135	map00650
GCF_005280295.1	K02552	map01053
GCF_005280295.1	K02552	map00130
GCF_005280295.1	K02552	map01240
GCF_005280295.1	K02112	map00195
GCF_005280295.1	K02112	map00190
GCF_005280295.1	K00088	map00983
GCF_005280295.1	K00088	map01232
GCF_005280295.1	K00088	map00230
GCF_005280295.1	K01929	map01502
GCF_005280295.1	K01929	map00300
GCF_005280295.1	K01929	map00550
GCF_005280295.1	K01251	map00270
GCF_005280295.1	K01840	map00541
GCF_005280295.1	K01840	map00051
GCF_005280295.1	K01840	map00520
GCF_005280295.1	K01840	map01250
GCF_005280295.1	K07259	map00550
GCF_005280295.1	K00266	map00910
GCF_005280295.1	K00266	map00250
GCF_005280295.1	K00266	map01230
GCF_005280295.1	K00134	map00710
GCF_005280295.1	K00134	map04066
GCF_005280295.1	K00134	map00010
GCF_005280295.1	K00134	map05130
GCF_005280295.1	K00134	map05415
GCF_005280295.1	K00134	map05132
GCF_005280295.1	K00134	map01230
