flye_asm_1Dt1h_part2Ωcontig_3_63	UniRef100_A0A142NNF6~K02916	95.6	68	3	0	1	68	1	68	5.91e-37	123
flye_asm_1Dt1h_part2Ωcontig_3_64	UniRef100_A0A142NND7~K02520	93.8	193	12	0	1	193	1	193	2.19e-116	334
flye_asm_1Dt1h_part2Ωcontig_3_68	UniRef100_A0A1D7W578~K12942	89.7	544	55	1	1	543	1	544	0.0	936
flye_asm_1Dt1h_part2Ωcontig_3_69	UniRef100_Q639C2~K01436	36.6	388	218	6	68	449	31	396	2.14e-58	203
flye_asm_1Dt1h_part2Ωcontig_3_71	UniRef100_A0A0B9AEG0~K01817&K01814	96.7	245	8	0	1	245	1	245	8.53e-167	466
flye_asm_1Dt1h_part2Ωcontig_3_72	UniRef100_A0A142NNZ3~K02501	79.1	201	42	0	1	201	1	201	1.25e-110	321
flye_asm_1Dt1h_part2Ωcontig_3_74	UniRef100_A0A1D7W5E1~K01693	83.3	198	33	0	1	198	1	198	1.07e-114	330
flye_asm_1Dt1h_part2Ωcontig_3_75	UniRef100_A0A142NNE7~K00817	88.8	383	43	0	1	383	1	383	7.61e-244	673
flye_asm_1Dt1h_part2Ωcontig_3_77	UniRef100_A0A1D7W5D3~K01356	96.8	251	8	0	1	251	1	251	8.87e-172	479
flye_asm_1Dt1h_part2Ωcontig_3_78	UniRef100_A0A142NNF3~K03722	91.1	652	58	0	3	654	4	655	0.0	1163
flye_asm_1Dt1h_part2Ωcontig_3_79	UniRef100_A0A1D7W567~K03665	89.6	480	50	0	1	480	12	491	2.60e-298	818
flye_asm_1Dt1h_part2Ωcontig_3_80	UniRef100_Q47PA1~K00564	42.9	210	106	4	2	204	1	203	2.29e-42	147
flye_asm_1Dt1h_part2Ωcontig_3_81	UniRef100_A0A142NQN0~K01778	85.4	328	48	0	1	328	1	328	9.66e-199	553
flye_asm_1Dt1h_part2Ωcontig_3_82	UniRef100_A0A142NP04~K00791	79.9	299	60	0	25	323	7	305	1.64e-170	481
flye_asm_1Dt1h_part2Ωcontig_3_84	UniRef100_A0A142NNH4~K06168	92.4	497	38	0	1	497	1	497	0.0	917
flye_asm_1Dt1h_part2Ωcontig_3_85	UniRef100_A0A1D7W576~K03565	52.6	304	71	6	1	304	1	231	4.01e-75	235
flye_asm_1Dt1h_part2Ωcontig_3_86	UniRef100_A0A142NNF7~K03553	95.1	366	14	1	1	366	1	362	7.20e-244	671
flye_asm_1Dt1h_part2Ωcontig_3_90	UniRef100_A0A144MV14~K03743	80.6	165	32	0	8	172	2	166	1.26e-87	259
flye_asm_1Dt1h_part2Ωcontig_3_91	UniRef100_A0A1D7W6E1~K00995	81.0	216	41	0	1	216	1	216	1.07e-118	342
flye_asm_1Dt1h_part2Ωcontig_3_92	UniRef100_A0A142NPR3~K03466	87.7	927	95	8	1	923	1	912	0.0	1500
flye_asm_1Dt1h_part2Ωcontig_3_95	UniRef100_B2GLU0~K02475	41.6	219	122	3	2	219	4	217	4.07e-47	160
flye_asm_1Dt1h_part2Ωcontig_3_96	UniRef100_A0A1D7W5F5~K02476	68.4	582	143	5	24	588	2	559	6.24e-247	697
flye_asm_1Dt1h_part2Ωcontig_3_97	UniRef100_A0A142NNI2~K03300	81.7	514	74	2	1	505	1	503	2.72e-263	731
flye_asm_1Dt1h_part2Ωcontig_3_99	UniRef100_A0A1D7W593~K11472	58.0	379	159	0	8	386	5	383	4.80e-149	432
flye_asm_1Dt1h_part2Ωcontig_3_100	UniRef100_A0A1D7W5F0~K01638	93.2	533	36	0	1	533	1	533	0.0	1003
flye_asm_1Dt1h_part2Ωcontig_3_102	UniRef100_A0A1D7W597~K12574	96.3	562	21	0	1	562	1	562	0.0	1072
flye_asm_1Dt1h_part2Ωcontig_3_103	UniRef100_A0A1D7W5G8~K01714	87.9	307	37	0	1	307	1	307	8.80e-184	514
flye_asm_1Dt1h_part2Ωcontig_3_105	UniRef100_C5C7N5~K01724	48.4	219	105	4	7	221	12	226	2.70e-58	189
flye_asm_1Dt1h_part2Ωcontig_3_107	UniRef100_Q0S3N3~K00219	37.7	660	378	13	5	650	6	646	5.19e-106	341
flye_asm_1Dt1h_part2Ωcontig_3_109	UniRef100_A0A1D7W5A4~K07054	78.8	288	57	4	1	286	1	286	2.05e-162	458
flye_asm_1Dt1h_part2Ωcontig_3_112	UniRef100_A0A142NNH8~K00215	93.1	248	17	0	1	248	1	248	7.43e-158	443
flye_asm_1Dt1h_part2Ωcontig_3_114	UniRef100_A0A1D7W5I0~K04564	98.1	208	4	0	1	208	1	208	2.51e-152	426
flye_asm_1Dt1h_part2Ωcontig_3_116	UniRef100_A0A1D7W5J5~K00962	95.8	740	30	1	1	740	1	739	0.0	1352
flye_asm_1Dt1h_part2Ωcontig_3_117	UniRef100_A0A1D7W5G7~K02956	97.8	89	2	0	1	89	1	89	6.29e-55	170
flye_asm_1Dt1h_part2Ωcontig_3_118	UniRef100_A0A142NNK2~K11753	84.3	312	49	0	1	312	1	312	3.97e-194	540
flye_asm_1Dt1h_part2Ωcontig_3_121	UniRef100_A0A142NNI8~K03177	73.0	330	73	2	1	314	1	330	1.16e-156	446
flye_asm_1Dt1h_part2Ωcontig_3_124	UniRef100_A0A142NPQ4~K02519	88.8	982	101	3	1	982	1	973	0.0	1305
flye_asm_1Dt1h_part2Ωcontig_3_125	UniRef100_A0A0B9ARM6~K02600	93.8	320	20	0	1	320	1	320	2.41e-215	595
flye_asm_1Dt1h_part2Ωcontig_3_126	UniRef100_A0A142NP43~K09748	83.8	154	25	0	1	154	1	154	4.69e-83	246
flye_asm_1Dt1h_part2Ωcontig_3_128	UniRef100_A0A0B9A947~K04343	90.9	339	31	0	1	339	1	339	2.10e-230	634
flye_asm_1Dt1h_part2Ωcontig_3_129	UniRef100_A0A0B9AMN9~K07090	89.2	269	29	0	1	269	1	269	1.79e-164	462
flye_asm_1Dt1h_part2Ωcontig_3_130	UniRef100_A0A1D7W5J9~K01881	93.2	605	41	0	1	605	1	605	0.0	1125
flye_asm_1Dt1h_part2Ωcontig_3_132	UniRef100_A0A1D7W5D8~K04762	90.4	135	13	0	4	138	2	136	1.45e-88	259
flye_asm_1Dt1h_part2Ωcontig_3_133	UniRef100_A0A142NNK4~K06976	82.5	286	50	0	1	286	8	293	3.68e-174	488
flye_asm_1Dt1h_part2Ωcontig_3_136	UniRef100_A0A142NP55~K00099	83.3	395	66	0	1	395	1	395	1.38e-230	640
flye_asm_1Dt1h_part2Ωcontig_3_137	UniRef100_A0A144MV96~K00252	95.2	399	19	0	1	399	1	399	7.99e-279	762
flye_asm_1Dt1h_part2Ωcontig_3_138	UniRef100_A0A2H1JR33~K02493	59.5	264	100	1	2	265	8	264	1.20e-95	287
flye_asm_1Dt1h_part2Ωcontig_3_141	UniRef100_A0A1D7W6J8~K06941	90.1	394	29	1	1	394	52	435	5.73e-252	695
flye_asm_1Dt1h_part2Ωcontig_3_142	UniRef100_A0A1D7W5E0~K00981	85.6	340	48	1	1	339	1	340	7.50e-199	555
flye_asm_1Dt1h_part2Ωcontig_3_143	UniRef100_A0A0B9AMQ4~K02838	94.6	185	10	0	1	185	1	185	8.09e-115	329
flye_asm_1Dt1h_part2Ωcontig_3_144	UniRef100_A0A1D7W5K0~K09903	96.4	250	9	0	1	250	1	250	2.75e-170	475
flye_asm_1Dt1h_part2Ωcontig_3_145	UniRef100_A0A1D7W5M0~K02357	89.8	275	28	0	1	275	1	275	4.11e-173	484
flye_asm_1Dt1h_part2Ωcontig_3_146	UniRef100_A0A1D7W5E8~K02967	95.2	270	13	0	1	270	1	270	4.35e-180	506
flye_asm_1Dt1h_part2Ωcontig_3_148	UniRef100_A0A142NNM2~K03733	67.9	380	81	4	1	341	1	378	2.11e-161	461
flye_asm_1Dt1h_part2Ωcontig_3_149	UniRef100_A0A1D7W5E9~K04096	76.0	405	87	2	21	425	8	402	5.27e-200	564
flye_asm_1Dt1h_part2Ωcontig_3_150	UniRef100_A0A1D7W5N7~K07391	83.5	516	85	0	1	516	1	516	0.0	870
flye_asm_1Dt1h_part2Ωcontig_3_151	UniRef100_A0A1D7W5L1~K07460	66.7	132	44	0	1	132	1	132	5.03e-56	176
flye_asm_1Dt1h_part2Ωcontig_3_153	UniRef100_A0A1D7W5F7~K03470	74.9	243	61	0	1	243	1	243	5.24e-121	350
flye_asm_1Dt1h_part2Ωcontig_3_154	UniRef100_A0A0B9ARR4~K03100	84.7	235	35	1	1	234	1	235	1.50e-148	419
flye_asm_1Dt1h_part2Ωcontig_3_155	UniRef100_A0A1D7W5M6~K03100	80.7	207	40	0	11	217	1	207	4.96e-127	362
flye_asm_1Dt1h_part2Ωcontig_3_156	UniRef100_A0A1D7W5I4~K02884	95.6	113	5	0	1	113	1	113	1.71e-70	211
flye_asm_1Dt1h_part2Ωcontig_3_158	UniRef100_A0A1D7W5G4~K00554	85.7	258	32	1	28	280	3	260	2.60e-160	451
flye_asm_1Dt1h_part2Ωcontig_3_159	UniRef100_A0A142NPT5~K02860	80.1	166	33	0	1	166	1	166	2.10e-94	276
flye_asm_1Dt1h_part2Ωcontig_3_161	UniRef100_A0A0B9ARS1~K06960	96.1	76	3	0	1	76	1	76	3.44e-44	142
flye_asm_1Dt1h_part2Ωcontig_3_162	UniRef100_A0A1D7W5M2~K02959	93.1	130	8	1	1	129	1	130	7.76e-79	235
flye_asm_1Dt1h_part2Ωcontig_3_163	UniRef100_A0A0B8ZZT3~K03106	90.9	536	48	1	1	535	1	536	0.0	890
flye_asm_1Dt1h_part2Ωcontig_3_164	UniRef100_A0A142NNN1~K03320	90.6	405	38	0	1	405	1	405	1.08e-259	714
flye_asm_1Dt1h_part2Ωcontig_3_165	UniRef100_A0A0B9AMS3~K03110	90.0	380	38	0	1	380	1	380	1.22e-229	636
flye_asm_1Dt1h_part2Ωcontig_3_167	UniRef100_A0A144MVF1~K03529	76.7	1186	268	3	1	1185	1	1179	0.0	1490
flye_asm_1Dt1h_part2Ωcontig_3_168	UniRef100_A0A023X014~K05020	43.6	509	264	6	47	555	12	497	1.88e-128	394
flye_asm_1Dt1h_part2Ωcontig_3_170	UniRef100_A0A1D7W5N2~K10563	78.2	321	56	3	1	321	1	307	1.15e-171	484
flye_asm_1Dt1h_part2Ωcontig_3_171	UniRef100_A0A0B9ARS9~K03685	92.7	234	17	0	1	234	1	234	1.69e-147	416
flye_asm_1Dt1h_part2Ωcontig_3_172	UniRef100_A0A0B9A0F3~K02911	98.5	67	1	0	1	67	1	67	2.93e-41	134
flye_asm_1Dt1h_part2Ωcontig_3_173	UniRef100_A0A0B8ZZU3~K07040	90.1	172	17	0	1	172	1	172	7.06e-105	303
flye_asm_1Dt1h_part2Ωcontig_3_175	UniRef100_A0A1D7W5K1~K00954	89.3	159	17	0	1	159	1	159	2.94e-99	288
flye_asm_1Dt1h_part2Ωcontig_3_178	UniRef100_A0A1D7W6P4~K02030	86.7	293	39	0	1	293	1	293	2.89e-182	509
flye_asm_1Dt1h_part2Ωcontig_3_179	UniRef100_A0A1D7W5H6~K02029	82.1	263	47	0	1	263	1	263	1.25e-145	414
flye_asm_1Dt1h_part2Ωcontig_3_180	UniRef100_A0A1D7W5S0~K02029	91.8	219	18	0	1	219	1	219	1.66e-126	362
flye_asm_1Dt1h_part2Ωcontig_3_181	UniRef100_A0A142NNN5~K02028	87.7	285	18	1	1	285	1	268	3.06e-169	474
flye_asm_1Dt1h_part2Ωcontig_3_182	UniRef100_A0A142NNP1~K08316	81.7	191	35	0	1	191	1	191	1.28e-106	309
flye_asm_1Dt1h_part2Ωcontig_3_183	UniRef100_A0A142NPZ2~K03655	76.9	715	165	0	1	715	1	715	0.0	1090
flye_asm_1Dt1h_part2Ωcontig_3_184	UniRef100_A0A1D7W5Q6~K07030	76.4	569	96	5	1	540	1	560	1.07e-283	787
flye_asm_1Dt1h_part2Ωcontig_3_185	UniRef100_A0A142NQY0~K00946	64.4	368	91	3	1	347	1	349	5.26e-147	424
flye_asm_1Dt1h_part2Ωcontig_3_189	UniRef100_A0A1D7W6Q4~K01921	82.7	370	64	0	1	370	1	370	2.04e-228	632
flye_asm_1Dt1h_part2Ωcontig_3_190	UniRef100_A0A1D7W5I3~K06910	87.0	177	23	0	1	177	1	177	8.56e-113	323
flye_asm_1Dt1h_part2Ωcontig_3_191	UniRef100_A0A1D7W5T2~K00057	89.9	337	34	0	1	337	1	337	6.40e-208	577
flye_asm_1Dt1h_part2Ωcontig_3_192	UniRef100_A1R7J7~K00655	39.4	218	125	4	38	253	13	225	1.41e-42	151
flye_asm_1Dt1h_part2Ωcontig_3_193	UniRef100_A0A0B9AMV2~K00790	94.7	438	23	0	1	438	1	438	6.20e-305	831
flye_asm_1Dt1h_part2Ωcontig_3_194	UniRef100_A0A1D7W5J6~K01704	91.0	199	18	0	1	199	1	199	9.77e-132	373
flye_asm_1Dt1h_part2Ωcontig_3_195	UniRef100_A0A142NNQ0~K01703	95.3	493	23	0	1	493	1	493	0.0	945
flye_asm_1Dt1h_part2Ωcontig_3_196	UniRef100_Q0REJ7~K13641	31.4	226	138	5	27	238	7	229	4.02e-13	72.8
flye_asm_1Dt1h_part2Ωcontig_3_197	UniRef100_G8P1T8~K02081	40.7	253	148	2	1	252	15	266	3.58e-42	150
flye_asm_1Dt1h_part2Ωcontig_3_198	UniRef100_K7RJR0~K10439	67.8	339	109	0	25	363	20	358	9.03e-152	437
flye_asm_1Dt1h_part2Ωcontig_3_199	UniRef100_A0A1D8BYG1~K10441	67.1	492	156	2	13	501	23	511	1.06e-214	610
flye_asm_1Dt1h_part2Ωcontig_3_200	UniRef100_A0A1P8U071~K02057	66.8	313	103	1	11	322	44	356	8.70e-129	377
flye_asm_1Dt1h_part2Ωcontig_3_201	UniRef100_A0A1P8U003~K10440	65.6	326	112	0	12	337	10	335	1.27e-132	389
flye_asm_1Dt1h_part2Ωcontig_3_202	UniRef100_A0A142NNR5~K00849	69.0	413	117	3	12	414	17	428	5.04e-184	524
flye_asm_1Dt1h_part2Ωcontig_3_203	UniRef100_A0A1D7W5T9~K00965	70.9	382	90	1	6	387	7	367	1.49e-191	541
flye_asm_1Dt1h_part2Ωcontig_3_204	UniRef100_A0A1D7W5R0~K01785	53.3	353	119	3	1	343	1	317	7.76e-124	364
flye_asm_1Dt1h_part2Ωcontig_3_206	UniRef100_Q6A5T3~K01259	50.0	444	184	6	20	460	2	410	3.36e-131	391
flye_asm_1Dt1h_part2Ωcontig_3_207	UniRef100_A0A1D7W5S5~K01885	93.9	488	30	0	1	488	1	488	0.0	926
flye_asm_1Dt1h_part2Ωcontig_3_208	UniRef100_C8WRJ1~K05921	48.6	220	108	3	52	267	27	245	5.33e-59	194
flye_asm_1Dt1h_part2Ωcontig_3_209	UniRef100_A0A1D7W5M7~K03579	74.3	936	181	8	13	928	7	902	0.0	1243
flye_asm_1Dt1h_part2Ωcontig_3_211	UniRef100_B7G0N4~K00001	39.6	278	160	3	7	280	1	274	2.54e-62	206
flye_asm_1Dt1h_part2Ωcontig_3_213	UniRef100_A0A1D7W5K2~K02503	73.2	142	38	0	1	142	1	142	1.49e-74	224
flye_asm_1Dt1h_part2Ωcontig_3_215	UniRef100_A0A1D7W5R8~K03465	98.1	261	5	0	1	261	1	261	4.45e-186	516
flye_asm_1Dt1h_part2Ωcontig_3_217	UniRef100_A0A1D7W5T4~K03800	92.5	362	24	1	1	359	1	362	2.28e-238	656
flye_asm_1Dt1h_part2Ωcontig_3_218	UniRef100_A0A142NNS1~K01322	76.6	727	147	2	13	716	18	744	0.0	1156
flye_asm_1Dt1h_part2Ωcontig_3_222	UniRef100_A0A142NNR7~K08369	87.2	485	48	2	9	479	3	487	3.77e-292	803
flye_asm_1Dt1h_part2Ωcontig_3_223	UniRef100_A0A0B9A9D9~K00826	91.7	363	30	0	1	363	1	363	5.72e-247	678
flye_asm_1Dt1h_part2Ωcontig_3_224	UniRef100_A0A1D7W5V8~K00052	93.9	345	21	0	1	345	1	345	1.42e-231	638
flye_asm_1Dt1h_part2Ωcontig_3_225	UniRef100_A0A142NR10~K01644	92.9	283	20	0	1	283	1	283	3.44e-185	515
flye_asm_1Dt1h_part2Ωcontig_3_226	UniRef100_A0A1D7W5U7~K19302	62.9	248	71	1	34	260	2	249	1.78e-99	296
flye_asm_1Dt1h_part2Ωcontig_3_227	UniRef100_A0A142NNT9~K00058	93.6	530	34	0	1	530	1	530	0.0	930
flye_asm_1Dt1h_part2Ωcontig_3_229	UniRef100_A0A0P0DRT5~K00122	74.6	386	95	1	1	386	1	383	2.80e-208	582
flye_asm_1Dt1h_part2Ωcontig_3_230	UniRef100_Q5P4G9~K04761	31.0	306	187	9	1	297	1	291	8.35e-15	80.1
flye_asm_1Dt1h_part2Ωcontig_3_231	UniRef100_A0A0B9AMY3~K00053	97.1	343	10	0	1	343	1	343	5.27e-242	664
flye_asm_1Dt1h_part2Ωcontig_3_232	UniRef100_A0A1D7W5Q1~K01653	88.8	169	19	0	1	169	1	169	1.03e-96	282
flye_asm_1Dt1h_part2Ωcontig_3_233	UniRef100_A0A1D7W5M5~K01652	89.9	646	63	2	1	645	1	645	0.0	1143
flye_asm_1Dt1h_part2Ωcontig_3_234	UniRef100_A0A144MVN3~K06147	83.4	578	96	0	1	578	3	580	0.0	934
flye_asm_1Dt1h_part2Ωcontig_3_235	UniRef100_A0A142NNT0~K06147	85.7	615	79	1	1	615	1	606	0.0	989
flye_asm_1Dt1h_part2Ωcontig_3_237	UniRef100_A0A142NQ32~K00573	59.3	204	75	1	1	196	1	204	5.51e-76	232
flye_asm_1Dt1h_part2Ωcontig_3_238	UniRef100_A0A1D7W5T7~K00759	87.8	172	21	0	31	202	1	172	1.06e-100	294
flye_asm_1Dt1h_part2Ωcontig_3_240	UniRef100_A0A1D7W5V4~K06221	92.7	273	20	0	1	273	7	279	1.17e-193	536
flye_asm_1Dt1h_part2Ωcontig_3_241	UniRef100_A0A0H2ZUL8~K00058	47.8	318	158	2	2	311	3	320	1.40e-88	273
flye_asm_1Dt1h_part2Ωcontig_3_243	UniRef100_A0A142NPE3~K01687	96.5	570	20	0	1	570	1	570	0.0	1079
flye_asm_1Dt1h_part2Ωcontig_3_244	UniRef100_F2NP29~K00015	36.0	278	159	5	43	312	52	318	4.96e-38	143
flye_asm_1Dt1h_part2Ωcontig_3_246	UniRef100_A0A1D7W5W6~K00299	70.4	240	65	1	8	247	3	236	1.42e-101	300
flye_asm_1Dt1h_part2Ωcontig_3_248	UniRef100_A0A1D7W5R9~K00640	82.7	226	36	1	1	223	1	226	2.65e-121	349
flye_asm_1Dt1h_part2Ωcontig_3_249	UniRef100_A0A142NNV1~K01738	90.9	308	28	0	1	308	1	308	1.80e-188	526
flye_asm_1Dt1h_part2Ωcontig_3_250	UniRef100_A0A0B9AS02~K01462	88.4	190	22	0	1	190	1	190	2.52e-125	356
flye_asm_1Dt1h_part2Ωcontig_3_252	UniRef100_A0A0B9A040~K02434	92.9	493	35	0	1	493	1	493	0.0	904
flye_asm_1Dt1h_part2Ωcontig_3_253	UniRef100_A0A142NNV0~K02433	93.8	497	31	0	1	497	1	497	0.0	890
flye_asm_1Dt1h_part2Ωcontig_3_254	UniRef100_A0A1D7W5Y0~K02435	94.1	101	6	0	1	101	1	101	1.38e-59	183
flye_asm_1Dt1h_part2Ωcontig_3_256	UniRef100_A0A1D7W5X8~K01972	92.0	711	56	1	44	753	19	729	0.0	1278
flye_asm_1Dt1h_part2Ωcontig_3_259	UniRef100_A0A1D7W6X0~K00566	93.7	397	25	0	1	397	1	397	1.61e-277	758
flye_asm_1Dt1h_part2Ωcontig_3_260	UniRef100_A0A142NNX3~K04487	84.4	403	63	0	18	420	1	403	2.38e-229	638
flye_asm_1Dt1h_part2Ωcontig_3_264	UniRef100_A0A142NNV9~K05838	80.4	327	56	2	3	321	1	327	3.38e-171	483
flye_asm_1Dt1h_part2Ωcontig_3_266	UniRef100_A0A2A3X0K9~K13288	90.5	189	18	0	1	189	14	202	4.82e-121	346
flye_asm_1Dt1h_part2Ωcontig_3_267	UniRef100_A0JZD7~K03892	58.3	115	46	1	3	115	2	116	6.42e-34	120
flye_asm_1Dt1h_part2Ωcontig_3_268	UniRef100_A0A1D7W5S4~K03321	84.3	561	88	0	1	561	1	561	1.02e-309	854
flye_asm_1Dt1h_part2Ωcontig_3_271	UniRef100_A0A142NNX7~K03321	84.9	518	55	2	2	496	10	527	4.66e-291	802
flye_asm_1Dt1h_part2Ωcontig_3_272	UniRef100_A0A1D7W5S2~K03313	70.3	414	115	2	2	414	21	427	1.88e-191	543
flye_asm_1Dt1h_part2Ωcontig_3_273	UniRef100_A0A1D7W6Y6~K06016	85.5	413	60	0	1	413	1	413	1.29e-251	695
flye_asm_1Dt1h_part2Ωcontig_3_277	UniRef100_A0A142NNX0~K01425	84.6	442	68	0	1	442	1	442	7.73e-274	753
flye_asm_1Dt1h_part2Ωcontig_3_280	UniRef100_A0A0B9A0K9~K01714	78.4	306	66	0	1	306	1	306	3.49e-167	472
flye_asm_1Dt1h_part2Ωcontig_3_281	UniRef100_A0A0B9A9S4~K00852	76.5	281	64	1	1	279	1	281	2.28e-131	379
flye_asm_1Dt1h_part2Ωcontig_3_284	UniRef100_A0A142NNY4~K01489	68.8	240	75	0	1	240	1	240	8.41e-107	313
flye_asm_1Dt1h_part2Ωcontig_3_286	UniRef100_A0A1D7W676~K04078	94.3	106	6	0	1	106	8	113	1.39e-65	199
flye_asm_1Dt1h_part2Ωcontig_3_287	UniRef100_A0A0A8E3E9~K11475	32.0	206	126	4	19	211	20	224	1.80e-12	70.9
flye_asm_1Dt1h_part2Ωcontig_3_289	UniRef100_A0A1D7W698~K07160	94.1	253	15	0	9	261	5	257	1.27e-159	449
flye_asm_1Dt1h_part2Ωcontig_3_292	UniRef100_A0A1D7W622~K11263	82.0	579	102	1	1	577	1	579	0.0	916
flye_asm_1Dt1h_part2Ωcontig_3_293	UniRef100_A0A1D7W786~K03564	95.5	157	7	0	1	157	1	157	2.67e-104	300
flye_asm_1Dt1h_part2Ωcontig_3_294	UniRef100_Q0VM20~K00657	31.3	134	82	4	22	147	15	146	2.44e-11	64.3
flye_asm_1Dt1h_part2Ωcontig_3_300	UniRef100_A0A127D4B4~K14052	46.6	442	224	4	17	451	5	441	1.38e-118	360
flye_asm_1Dt1h_part2Ωcontig_3_305	UniRef100_A0A1J5P3V7~K10947	36.6	101	62	2	15	113	17	117	2.11e-16	75.1
flye_asm_1Dt1h_part2Ωcontig_3_307	UniRef100_A0A1D7W654~K03701	83.1	842	125	2	1	842	3	827	0.0	1331
flye_asm_1Dt1h_part2Ωcontig_3_309	UniRef100_A0A1Q2D408~K11618	45.6	215	111	2	1	215	1	209	5.68e-52	172
flye_asm_1Dt1h_part2Ωcontig_3_310	UniRef100_A0A142NQ64~K00564	62.4	450	125	5	1	422	1	434	3.37e-171	492
flye_asm_1Dt1h_part2Ωcontig_3_311	UniRef100_A0A142NP15~K03761	90.1	436	43	0	19	454	16	451	9.21e-281	771
flye_asm_1Dt1h_part2Ωcontig_3_313	UniRef100_F4F9B6~K13633	43.8	313	168	4	5	313	9	317	2.12e-78	248
flye_asm_1Dt1h_part2Ωcontig_3_315	UniRef100_A0A1D7W6D4~K01620	82.7	352	61	0	5	356	28	379	4.70e-210	585
